point_id  x_coordinate  y_coordinate height
10022973   -37923.3782   565670.8877 405.9092
10022974   -30994.5593   762102.1179 432.9968
10022975   206509.9336   887584.4141  28.6080
10022976     -459.8526   508041.5303 162.3386
10022977   205947.3819   594346.1920 433.6650
10022978   177029.3148   718288.2400 410.2959
10022979   232079.5534   793599.5667 252.3555
10022980    55313.1005   244576.0765 366.3757
10022981   -53500.6616   326676.8738 435.7031
10022982   -57531.2078   787120.4408 173.3230
10022983   230341.1899   753405.9758 401.5175
10022984    59588.3408   482156.9885 130.6381
10022985   294413.1553   669786.6474  95.2734
10022986    98093.5775   364192.5097  -7.5410
10022987    86757.7146   435735.9595  54.6581
10022988    18111.4013   237548.5395 405.0560
10022989   -18534.2519   250836.1993 -28.4694
10022990   160604.5847   389544.2395 217.5240
10022991   152559.5872   885670.3851 194.7561
10022992   178185.7492   501101.2705 -82.1110
10022993   190117.6330   688065.4063 259.1042
10022994   139905.4935   326315.4526 439.4629
10022995   179567.6956   472452.0411 159.3920
10022996   -30779.7547   694235.5729 200.8619
10022997    94960.4680   405268.1029 394.1799
10022998    16990.3929   374384.5311  30.1473
10022999   219387.8788   839407.9001 300.4671
10023000    84054.3230   616275.3383  23.6538
10023001   224286.5629   457942.2342 242.1785
10023002   284440.6191   369141.1144 260.4091
10023003   -35794.6146   430093.5080 396.4115
10023004   296821.6635   690499.8398 -44.2019
10023005   173964.5913   671507.2041 393.9745
10023006   149280.5724   399719.5114  78.9900
10023007   280701.9687   253345.4515 150.4661
10023008   313343.8761   337958.3514 235.0838
10023009   217216.2365   782304.0253 194.5175
10023010   126919.0190   592223.2115 200.1404
10023011   194903.3195   647285.1503 -52.6722
10023012    37408.8542   609752.5356 -50.8417
10023013    36974.6100   405358.3884 310.8588
10023014   226690.8913   232867.7591 372.2217
10023015   -24019.9903   607528.8489 -49.6816
10023016   -23125.8907   739344.9873 438.3284
10023017    56331.0014   737180.8082 413.8807
10023018   -39075.6864   343622.1081 302.2439
10023019   309367.7723   265688.2525 118.8192
10023020   -26757.6845   649333.0266 298.9144
10023021   302105.9546   435545.1759 297.0238
10023022   262028.8061   447753.6418  58.5061
10023023   223768.1623   863094.7971 328.0047
10023024   115408.5129   612211.2548 319.7287
10023025   241719.7096   500573.9886 221.2610
10023026   212057.7501   392899.9998 267.9845
10023027    33560.8577   818003.8100 -32.4811
10023028   317932.5830   662107.1099  66.5456
10023029   -40794.4151   625405.2362  88.8582
10023030   189746.9758   292313.5774 397.8406
10023031    -8438.2783   700260.8506 402.7243
10023032    -3239.0170   511430.2746 -55.8530
10023033   -53152.4930   568967.9710 313.4020
10023034   210195.8974   883887.0150 339.3879
10023035   140611.5275   339923.0239 389.1552
10023036    29791.9576   300051.2747  29.7531
10023037    99941.2576   421581.6988  45.4772
10023038    33222.1798   548508.8717 407.5432
10023039   276698.2511   368078.1041 103.3471
10023040   158671.7714   801793.2184 218.9861
10023041    -6569.7580   507065.0632 338.8462
10023042   320304.9779   704114.8696 210.1769
10023043   254391.9425   448291.0643 412.9588
10023044    11327.5438   246054.9938 189.5816
10023045   313115.7709   476273.7932 180.9557
10023046   261662.3322   568771.5943 318.3993
10023047   273997.6772   485179.0115 -10.8157
10023048   189091.4378   600831.1338 -84.6632
10023049   279086.0027   520525.9845 256.5700
10023050    87377.2633   365687.8729 240.1984
10023051   116235.4736   736761.5016 -45.5135
10023052   -46906.3396   867402.2977 425.7170
10023053   -52502.8604   855283.5747 179.7695
10023054   259591.5622   581254.9073  85.3004
10023055   -33235.0884   711842.3225 145.4693
10023056    47146.3805   447139.1843  67.5681
10023057   147253.5077   297341.9094 320.4486
10023058    36228.1936   788082.6473 -24.7775
10023059   283452.7837   833144.9334 -13.5385
10023060    79448.7971   357904.2836 385.5645
10023061     2297.5472   648264.7955 102.2841
10023062   -41664.4849   679661.6467 251.8108
10023063   313772.4692   751236.5694  63.9470
10023064   -70746.7190   307894.6052 339.2205
10023065   102985.5053   792094.4508 317.4008
10023066   287790.1027   871161.1182 348.8857
10023067   -35313.1956   877900.1139 -90.9075
10023068   168542.5495   449151.0482 315.8351
10023069   278204.6685   736140.4619 355.0999
10023070   170469.2995   252288.5190 142.9581
10023071    54127.8095   594446.1207   1.6195
10023072   301852.1679   263906.6339 -23.8841
10023073   179820.4296   790015.6931 453.0138
10023074   252480.7085   705250.0585 145.3327
10023075   270325.8327   692239.6191 293.9310
10023076   -21711.7275   775223.6676 365.9347
10023077   -42039.6709   851956.4455  76.5550
10023078   135917.1258   791378.2499 140.3884
10023079   147455.5855   406086.2949 399.7611
10023080    50524.2880   630930.7908 233.4587
10023081   -45630.9825   498919.5263 173.6808
10023082   186783.5779   237760.1290 159.5696
10023083   161983.3535   253100.7545 432.1681
10023084    31466.1306   783716.3071 -40.2703
10023085   293839.9892   333973.6207  66.6309
10023086   289491.1555   460933.4841 -89.8191
10023087   253963.4265   814209.4508 446.9979
10023088   137772.0241   560710.5564 -76.6510
10023089   -55301.5636   608257.9165 257.1543
10023090     1872.8408   741130.2784 452.7145
10023091      971.1560   470066.8355 229.1267
10023092   104266.0198   753530.2851 406.9666
10023093   324254.2405   718962.6813  76.1514
10023094    15279.3812   824476.0139 255.2361
10023095   216995.1029   418606.4564 211.0499
10023096   115939.5343   786044.8677 194.3217
10023097   243434.8914   327558.1628 -81.3124
10023098   252035.0009   468098.1698 210.0128
10023099   124186.1858   382019.6060  22.8571
10023100    34988.5352   632075.2504 299.4587
10023101   198571.9586   485331.5505 323.6891
10023102    58666.7161   419620.8371 225.9811
10023103    84653.1413   692719.1870  -2.8454
10023104   136171.3176   708692.6166 313.6402
10023105   -13248.6045   662140.6172 249.3192
10023106   147095.4626   551566.0319  34.5671
10023107   -39573.1157   637117.0897 122.5676
10023108   235829.0968   406940.8708 231.0903
10023109   181843.0964   461774.2844 306.5500
10023110    21065.8813   267684.9441  84.5407
10023111   -38928.1954   363318.6178 261.2999
10023112    43128.5267   373023.3258 214.8646
10023113   -70116.8273   477968.1620 442.7823
10023114   269269.2564   639572.3657 -16.0691
10023115    -4391.5655   284502.2257 397.1416
10023116   -66575.7472   353178.2339 318.0528
10023117   303944.8354   275996.9250 220.0989
10023118    95686.8968   720287.8766 237.7301
10023119   123293.7716   384497.7371  16.8038
10023120    30401.7311   480890.7248 -46.0424
10023121    97409.1962   684775.0747  36.0513
10023122   220746.8777   770097.2257 454.1325
10023123   -29240.8129   848375.5890 291.1349
10023124   106551.9091   293184.5847 102.5974
10023125   241837.4159   745598.2176 438.1946
10023126    44088.3912   884916.9886  50.6561
10023127    21602.3481   418729.0821  76.6297
10023128    53535.6450   773696.1478 -70.3954
10023129   196584.1923   455867.6207 174.0081
10023130   270968.4774   439321.5857 282.9039
10023131   235633.1813   731013.8608 205.8125
10023132   235391.7482   263517.8521 409.0516
10023133   161603.1803   635545.8074 187.0586
10023134   282322.5856   407666.1974  44.2580
10023135   -48134.2333   829316.3284 417.7463
10023136    41981.5842   641237.3731 122.1708
10023137    87761.0702   770053.5697 142.7611
10023138   -13746.6027   675608.4232 176.4518
10023139   321862.9896   696436.6289 390.5000
10023140   134172.1035   387568.8993 112.6710
10023141   167852.9413   546264.5699  97.2684
10023142   136547.9362   782852.7702 363.3259
10023143   111190.9668   714153.0950 157.1994
10023144   150476.0147   233744.9769 147.2600
10023145   176163.7972   544065.9333 240.5768
10023146    96323.9116   638381.8895  79.4473
10023147   138489.5315   406276.3664 334.5538
10023148   -35426.6211   310853.8082 254.2959
10023149    25552.8429   424620.8358 -29.9248
10023150   262231.1541   279882.3571  65.1939
10023151   248722.7925   779308.1686 357.3511
10023152   121395.6543   520384.6588 303.9584
10023153   155657.9589   492507.6123 381.8932
10023154   186561.2977   352961.2787 -15.4240
10023155    85778.6461   622615.5247 340.3787
10023156     1727.1349   643503.6275 305.5042
10023157   156952.5151   454717.3149 371.3378
10023158    97240.8423   656962.2130 294.4969
10023159   146710.6529   856627.9835  47.4827
10023160   -74721.8167   300535.1869 353.3257
10023161   138868.0435   700754.9026 222.4814
10023162   237409.7988   688791.6196 134.7721
10023163   -75667.2453   271585.2549 360.5397
10023164   252313.4287   746188.5466 366.9458
10023165    63568.4796   561329.0724 396.9174
10023166   134545.8962   450725.1112 239.4313
10023167   127964.2846   730381.8626 452.0058
10023168   170647.3132   279367.7331 394.6066
10023169   266538.3464   403968.1387 278.2639
10023170   264399.3450   641188.8053 159.8778
10023171   -37215.9414   398981.5877  12.4443
10023172    84754.6943   342922.9213 322.3471
10023173   224396.9095   695316.1217 267.2373
10023174   254489.4991   850486.4291 279.5047
10023175   286519.5505   318340.4103 191.8900
10023176   250356.5872   387382.8782 224.5803
10023177   194528.5050   381423.3769 273.4809
10023178   136320.7990   880460.7495   6.8288
10023179   210467.1891   725910.6029 351.8843
10023180   219993.9403   793732.8959  40.2598
10023181    17830.3065   691999.7630 135.9406
10023182    72505.8002   786211.5643 209.2610
10023183   261171.8465   622200.4727 209.4100
10023184   -34372.2685   259044.9420 166.9828
10023185   -54882.6229   737598.5530 -70.1961
10023186   120357.1226   320880.1384 262.8224
10023187   262979.5440   487375.9935 342.2328
10023188   207637.5478   618460.5910 -71.3011
10023189    50996.4438   832420.4311 -13.7461
10023190     3445.4694   778178.0423  80.3314
10023191    25896.9358   467742.8183 102.6464
10023192    42796.9503   413054.8746 285.0693
10023193   232831.8201   686067.4676 184.4393
10023194   -56240.9752   612844.2912 321.1224
10023195    48914.3409   469888.1426  54.2734
10023196   142065.9486   707832.7943 140.1987
10023197   272204.9767   364471.7682 303.0676
10023198   270672.3986   880998.7140 168.1420
10023199   -23293.9555   879226.8515 284.3614
10023200   258260.8189   842215.6857  10.5898
10023201   256727.8470   697521.7987 -44.1474
10023202   272715.5140   723907.6890 427.9580
10023203    95490.0226   343348.0047 127.4518
10023204   209880.8283   284099.7479 143.2446
10023205   194727.4768   250968.2826 349.5470
10023206   263702.3677   399627.8682  50.2599
10023207   -34236.4174   290539.6845 249.7397
10023208    93752.5038   496560.8490 266.1006
10023209    20516.1677   228844.3465 276.6427
10023210   175154.5215   649175.5927 433.2888
10023211   102971.0969   268571.7581  55.3870
10023212   182298.3697   802204.9343 101.1040
10023213   239846.2319   369519.9006  99.5796
10023214   -47868.6820   707160.8525 168.1792
10023215   194930.1009   618446.0899 -71.3572
10023216   -27970.2742   509680.0813 394.2262
10023217    75542.3347   875397.8288 140.0275
10023218   294037.8230   664233.3636 306.3501
10023219    56059.5791   431192.6911 247.2371
10023220   206273.0047   546671.2840 171.1205
10023221   121835.8845   390611.3316 315.5894
10023222    -1525.2434   727471.2139  87.1395
10023223   -65956.0279   400649.8340 226.1043
10023224   258579.6349   288650.5606 287.6008
10023225   131567.4333   317733.4792 265.8498
10023226   174241.1354   615095.1691 457.9032
10023227   230240.0988   669493.4845  41.9349
10023228   -19698.2762   513952.5461 384.4017
10023229    63171.4673   373268.1595 299.9725
10023230   -34451.5838   560476.2487 153.3458
10023231   143609.4478   268839.5873  31.3251
10023232   323498.4782   637954.5067 -18.4764
10023233   175064.3631   450104.3401 123.4625
10023234   -62370.8114   336909.6966 242.2235
10023235   220202.3836   367787.2288 409.6595
10023236   277462.4100   646834.2970  41.7139
10023237   -48547.1075   405834.6831  75.3934
10023238   180429.1054   693842.0671 398.1923
10023239    12715.5159   748776.1945  77.4874
10023240   182157.1558   515005.5045 199.4043
10023241    88715.2396   590821.6075 420.2022
10023242   175522.4026   805757.8717 -80.9324
10023243    91984.8496   656156.0027  67.1321
10023244   150601.0371   497457.8175 125.0375
10023245    22793.9008   752523.5708 304.5243
10023246    39029.1728   707285.0961 249.6814
10023247   174255.9742   670776.7635 405.4930
10023248   139173.5141   378236.5797 175.1176
10023249    74224.5540   578877.6013  87.7688
10023250   254877.0152   852461.4647 256.4911
10023251    54210.2613   402085.1846 234.8040
10023252    51875.6447   535847.5406 312.7411
10023253   310300.6154   359580.9973 171.9998
10023254   179560.5377   309047.7660 276.7525
10023255   301056.9691   683549.4859 -56.9334
10023256   275215.8746   302932.0863 338.2776
10023257    75941.2591   730300.9065 227.6909
10023258   265835.7055   651734.0410 188.5243
10023259   131868.7638   605711.2538 408.1062
10023260    50885.2310   583489.2535 -74.6163
10023261   194161.4108   383637.0622 217.1781
10023262   244631.1036   760746.0521 -28.9802
10023263   318298.6133   364867.7534 319.1405
10023264   145786.1113   525031.9074 -60.6056
10023265    71858.6955   242308.5980  37.2270
10023266   316795.3748   348269.0964  30.3539
10023267   -56591.0933   645724.9085 190.2326
10023268   275367.6490   847739.0149 -55.2946
10023269   -68269.0828   583856.0693 354.7793
10023270   -37364.9257   533853.2127 -75.8919
10023271   -44837.4487   612721.8075  86.9591
10023272    89386.1033   442170.1089 135.1997
10023273    52111.4622   444515.4125 371.2067
10023274   289232.4946   480752.2985 193.2864
10023275   221451.0795   500152.5051 431.6155
10023276    -2836.2809   782493.3939  82.9835
10023277    87837.9792   239267.1788 153.5200
10023278   289379.4663   720402.8393  94.4223
10023279    92111.7817   228041.5397 -64.6699
10023280   285369.2184   477929.8348 377.3133
10023281   325023.3679   598040.3877 106.7173
10023282   -78413.6665   248475.3931  25.5599
10023283   316698.6943   700889.1536 298.4487
10023284    18596.5151   439311.1989 306.1569
10023285   186310.9646   821704.5961  31.7226
10023286   181760.4450   859127.5212 208.1419
10023287   157135.4176   506671.5737 135.1018
10023288    54876.7721   571568.7500 343.1080
10023289   -10363.3035   249452.3522 433.9594
10023290   250202.8554   828399.7210  23.5647
10023291   325401.4060   398204.6512 422.7673
10023292    12904.8914   804221.1824 -12.3795
10023293   -63278.5603   300830.1287 146.1541
10023294   199081.8106   393300.4426 178.2057
10023295   212491.4974   425097.3586 -66.3791
10023296   175325.4011   446232.1330 -43.2427
10023297    21167.0156   438045.9758 400.9343
10023298    26305.4006   321513.2654 312.3286
10023299   150652.5227   421341.5064 254.6277
10023300   155340.7566   383693.7586 224.9019
10023301   -17682.7859   769580.5981 288.4539
10023302   209152.1500   777349.0518 145.3665
10023303   139390.4678   867654.8439 396.9196
10023304   295939.5363   399422.7753 -46.9379
10023305   302705.1275   491590.4911 294.8989
10023306   192225.2295   569169.0649 -60.3497
10023307   272365.8865   498734.2052 290.9090
10023308   149760.0591   453986.2087 -41.9143
10023309   325200.5731   308676.1846  57.1476
10023310   245651.8399   615094.5897  62.5120
10023311    44274.6061   334538.1092 -55.2284
10023312   327789.4999   309876.3962 406.7552
10023313   184715.9037   481351.9403  97.2604
10023314    25278.5937   680901.9403 -73.9874
10023315    59088.7727   279278.7387 -51.2994
10023316    43394.9747   882084.0958 247.0437
10023317    64281.1417   576503.2194  53.8266
10023318   -65437.8062   316530.5129 113.2270
10023319   310181.0075   548275.1692  92.0798
10023320   123858.9337   635917.1363 128.5379
10023321   187871.0695   520544.1004 -62.3960
10023322   225122.7909   352683.6056   7.5393
10023323   269614.4076   401107.5157 -94.6502
10023324    62882.1412   876222.9594 196.7153
10023325   324317.4065   551149.7172 215.7485
10023326   234406.1298   591511.8810 -22.1401
10023327   285823.1680   697742.8599 432.3387
10023328   133548.9274   815120.6627 245.1429
10023329   147066.9833   729726.7036  25.2741
10023330    82659.7331   291026.1830 -30.7107
10023331   171447.8960   448493.0482 332.9313
10023332   270481.4521   260600.9407 260.9899
10023333   198520.0574   441676.2279 252.8903
10023334   294643.2677   472948.6346  95.9780
10023335   110661.9734   768644.2225 -19.6445
10023336     3295.1634   538514.3786 272.9324
10023337   -23006.9798   815107.0918 305.8065
10023338   -43752.6459   500147.9042 -90.5103
10023339   -13843.4527   646918.7040 233.2563
10023340   291720.2188   456687.6734  18.0485
10023341      -32.1756   834307.8994 228.0686
10023342    28322.7417   410523.7077 255.7935
10023343   315376.5592   400246.8750 -56.7115
10023344   -46383.8054   673455.0548  62.5066
10023345   332301.4200   486228.0633 382.8291
10023346   -24170.3286   679811.1348 202.9371
10023347   181282.2727   527058.6289 172.2095
10023348     9877.7079   755429.6146 372.3163
10023349   332413.5107   312102.2078 351.0324
10023350   180918.6932   335615.8844 184.6761
10023351   274783.2051   520689.1392 439.1796
10023352    49798.7180   565102.6125 219.8652
10023353   180634.2052   468877.7027 191.9625
10023354   203922.8000   695891.4965 261.2423
10023355    73974.4512   322041.9451 122.8723
10023356    37404.1083   318794.2572 180.0029
10023357   -64785.4789   474369.6381  82.1772
10023358   304736.3665   632462.4811 225.0671
10023359    41187.0475   729672.9764 400.7911
10023360   157984.9950   637658.3121 -56.4597
10023361   241956.0122   694971.0297 165.8826
10023362   281698.7546   618006.6552 168.9123
10023363   237039.8296   335816.0716 404.7556
10023364    27461.7937   678939.9022 368.8320
10023365   256021.0456   458252.4670 410.0954
10023366   264018.4785   848209.9902  46.8534
10023367   300532.7339   727714.7538  65.7751
10023368   -72761.8276   409127.1937 124.3259
10023369   -40910.1597   568671.0865 -24.5785
10023370   176755.5768   808033.5880 374.5368
10023371    57353.6819   646898.9192 234.0355
10023372   191768.5156   367372.8870 -41.4838
10023373      313.2013   834611.2714 -44.3828
10023374   -49984.1654   490884.8165  72.5968
10023375    54840.0560   833107.6937 -47.1856
10023376    46229.7475   667063.7344 -88.9061
10023377   205683.9686   463118.6076  53.0004
10023378   327620.4696   572973.4915 -28.4854
10023379   232454.1135   752787.1559 -18.7785
10023380   159982.7350   715201.5488 114.1145
10023381   177242.9106   506636.9290 -85.1073
10023382   150418.4423   487748.3417  76.2462
10023383   319919.1450   700231.7622 171.2342
10023384   -32631.1559   580391.4875 444.8322
10023385    64409.2319   493643.6608 254.8394
10023386   185731.9659   751950.5084 163.5961
10023387   -45102.6472   784628.4178 339.6914
10023388   179881.6253   339220.2373 -62.9157
10023389   251528.9819   306712.7441 -20.6324
10023390   169172.2897   566996.9102 333.6712
10023391    85770.5625   819874.0267 419.2509
10023392   264944.3529   882951.9402 338.2104
10023393   113274.4610   705957.2709 220.9957
10023394   312012.7267   650051.7468 369.3514
10023395    29084.7238   474441.6833 385.7520
10023396   125662.4148   775639.3466 377.1690
10023397   153197.8788   613128.2872 410.9651
10023398   154533.2877   584655.5521  60.5148
10023399   -12852.6952   691700.5396 315.3372
10023400   308282.9008   802802.3343 -60.5523
10023401    54724.1387   817366.2533 418.7452
10023402   113582.1017   661879.9661 432.2303
10023403    88186.2971   333428.7317  57.4395
10023404   315347.6363   703616.9399   0.3500
10023405    -7277.1095   723494.7785 301.1352
10023406   336683.7130   345053.2781 339.3670
10023407   193544.4444   268955.9689  22.8903
10023408   254808.0587   598838.9641 279.8328
10023409   292427.7184   760869.3371 405.1471
10023410   212719.1279   302590.7196 327.8358
10023411   139322.1240   700645.3037 156.3251
10023412   255245.1769   309416.2386  -7.6926
10023413   322332.5803   695926.4029 321.5100
10023414   182177.3808   534384.7679 348.0697
10023415   205685.5020   882127.9683  77.6507
10023416   -40063.7778   269828.7273 390.1146
10023417    43992.6627   492194.7150 114.8006
10023418    34193.3924   757075.6153   8.5971
10023419   277975.8433   626419.6467  -1.5743
10023420   302872.5160   315932.2431 -26.3420
10023421   298005.7609   278076.1086 352.8617
10023422   299275.6107   302709.9346 -97.5458
10023423   110888.3191   697505.8715 -78.7949
10023424   104903.3284   826770.9479 375.3590
10023425   264489.6220   762848.5944 249.4924
10023426   268236.2712   275137.0968 414.3601
10023427    49094.9053   781539.0682 336.1697
10023428   -50509.8011   624721.3031 197.1528
10023429   336336.3876   392032.0084 426.6122
10023430   295435.0321   854182.8386 -42.9456
10023431   161330.5245   282214.5565 -38.8653
10023432   -40943.8974   398406.6174 243.5668
10023433   167309.1566   254844.4737  34.2792
10023434   -37187.0396   793228.7485 200.1048
10023435   266818.2729   240738.6333 329.3724
10023436   -42774.9486   230659.8002  76.3890
10023437   -44454.4617   753653.8213 249.4251
10023438   230093.9024   289700.9242 172.9487
10023439    36667.6204   651456.2834 435.1670
10023440   266489.8280   273660.9390  45.8608
10023441   -61546.6951   509760.8438 287.7649
10023442    16861.8158   756734.1922 447.9863
10023443    61421.7658   387044.6367 167.9155
10023444   158431.2747   291977.3578  57.1958
10023445    69493.4765   797957.7049 353.9003
10023446   223482.7159   370547.8464 300.3241
10023447    60753.4429   366468.9730  30.2364
10023448   153847.5597   546283.8132 256.4126
10023449   280840.7614   866119.5012 160.8595
10023450   -57952.2671   810226.4959 108.0841
10023451   172825.7597   243932.6117 207.8248
10023452   113410.8971   670015.2523 -29.0979
10023453   244060.5355   663538.0169 212.8506
10023454   330315.1511   404003.2268 166.7214
10023455   267518.1282   298832.9032 177.4714
10023456    55862.5374   629431.5452 117.1688
10023457    32727.6483   693380.5908  89.6228
10023458   303550.3879   883367.5671 190.5522
10023459    26076.4546   621689.3776 -82.2165
10023460     9124.1921   398592.8763 315.8884
10023461   -50239.7403   643714.0080   9.4591
10023462   250269.3602   298021.8850  63.1851
10023463    -3414.2757   757573.2921 143.4047
10023464    40440.4931   790565.3771 -20.0830
10023465   182800.2199   536874.0451 145.5028
10023466   249324.1675   535482.1158  86.1332
10023467   272296.5498   495021.2367 425.6712
10023468   270991.6912   478387.6487 180.2706
10023469   295006.3819   453809.1999 396.8806
10023470    36484.7134   259699.0630 351.9848
10023471   -48298.6494   284343.1497  75.8531
10023472   -77180.1722   420847.6499 130.1139
10023473   145546.8132   273978.0108  42.9102
10023474   202367.5415   759519.2635  22.4707
10023475   232049.4951   353371.8682 287.5099
10023476   136254.2717   640899.5549 123.8455
10023477   331842.9920   497567.8342 -16.1565
10023478   -51419.2118   244709.6031 -78.3123
10023479   253033.6749   852262.6604  71.3534
10023480   335384.8115   254034.1556 369.0134
10023481   183032.8390   836904.6594 170.5214
10023482   308659.9329   590595.8599 111.9795
10023483   161660.3714   424768.2505 -52.2942
10023484    94136.1221   607036.4484 -12.9267
10023485   144688.4736   328886.7226 -60.6471
10023486   178416.2728   653740.1440 329.6174
10023487   120515.7713   286942.6982 -21.9450
10023488   186277.6316   504871.3939 301.9361
10023489   131282.8062   436788.5651 118.5352
10023490    78819.7024   890969.4696 364.0159
10023491     7509.3082   617603.9566 100.4649
10023492   -41861.9505   481907.4681 335.1085
10023493   326126.3286   372999.4752 312.2160
10023494   311455.0389   614052.7582 140.7743
10023495   154104.8377   326946.8883 -65.9829
10023496   160767.4563   719210.5198 147.4387
10023497   -64537.2453   285420.0554  57.0591
10023498   180543.0736   613830.2251 397.6070
10023499   240832.4823   376868.0434  44.7570
10023500   280554.9340   503033.7943 264.8924
10023501     7833.5761   588767.0595 428.7999
10023502   252274.8413   482043.6050 135.4593
10023503   251688.4159   246386.6506  50.1350
10023504   107919.5929   799235.1478 359.3178
10023505   195828.5529   882412.6581 237.6271
10023506   187272.3430   349658.0267 231.7184
10023507   234030.4456   635179.9859 -74.4522
10023508   120931.8399   765892.1235 291.9464
10023509   324608.5325   280102.6641 429.2203
10023510   316215.8309   647615.0867  11.4673
10023511    77931.1627   720851.6977 380.6872
10023512   278646.5417   679600.1019 374.3750
10023513   228456.5071   379865.6193 151.5125
10023514   255673.2450   490821.9801 109.4680
10023515   260867.2914   278674.9113 299.2444
10023516    82671.4411   843433.4367 419.7041
10023517    91513.4187   523973.8305 426.7321
10023518    18837.9884   671818.6939  48.2832
10023519    28830.9919   832787.6699 -58.1642
10023520   188523.6479   459448.2784 310.3519
10023521   149363.3980   533545.8152 370.9425
10023522   259775.0873   440010.2658 -57.8457
10023523   -65296.8313   472458.5291 188.9586
10023524   240043.1329   418832.4368  18.4651
10023525   130630.9596   234152.4159 201.7041
10023526   117317.5325   247803.1276 440.1131
10023527   247136.0981   638176.6080 110.9691
10023528    39024.1208   864433.7474  89.5848
10023529   -19051.3372   828421.9973 241.9114
10023530   236548.1443   499543.9029 166.4575
10023531   -12101.9810   397034.7996 444.8979
10023532   -63899.6900   396092.3611 410.4903
10023533    -9019.7705   688573.9750 161.5407
10023534    57514.1048   422712.5153 354.4024
10023535   144321.4924   809239.5280 142.5037
10023536    53982.2266   306846.9719 286.5161
10023537   166940.1685   328498.1352 -39.7472
10023538   218955.2227   676513.6775 438.3271
10023539   248685.8791   863619.5217 282.5104
10023540   279210.7520   438274.8361 447.0532
10023541   174583.9115   571898.1139   9.1734
10023542   -34538.1001   737145.4463 384.4948
10023543   259133.3350   695668.1915  11.8949
10023544   153496.9613   477890.7517 -56.4802
10023545    50237.9744   461835.0496 428.8358
10023546    74941.1103   339990.9232  53.5903
10023547   123510.0084   394205.3627  45.8374
10023548   318316.0731   402631.5069 324.2533
10023549    52865.3342   378774.6882 -15.3602
10023550   223250.6322   694747.7029 271.3833
10023551   312625.5854   631466.8716 348.7258
10023552   110619.0340   567590.4821 396.5272
10023553   192179.3023   420138.4489  45.6604
10023554   161905.6377   644447.3155 423.1984
10023555   321872.7197   782525.0268 364.2731
10023556   233245.4064   870000.2390 168.7493
10023557   238568.8749   756087.9448 329.3283
10023558    77777.6561   842852.0743 160.3708
10023559   183677.3787   416853.9308 109.2983
10023560   312350.5958   369787.1808 452.7243
10023561   -13923.7288   770176.8083 260.9924
10023562    48360.9921   836386.9208 262.7300
10023563   109195.7909   787189.4866 366.1631
10023564     3600.1977   646902.9791 126.4822
10023565   105998.2629   379044.0024  54.5321
10023566   325030.8147   242786.5153 424.8830
10023567   166340.0309   498467.8714 234.7055
10023568   304336.3183   534156.4573 356.3655
10023569     4321.0756   811065.5471 -61.9794
10023570    93390.4131   553447.8444 157.1573
10023571   -49747.2185   302131.0548 337.6075
10023572   285852.9947   230801.6574 -38.4421
10023573   -46621.9785   461118.4054 443.9836
10023574   161152.4061   865033.2555 377.0934
10023575    69660.3324   825375.5824 179.6153
10023576    50957.8803   697409.3467 384.1651
10023577   243365.0319   485695.7736 107.1918
10023578    80937.1629   611905.9661 432.7837
10023579   167738.0475   832094.2686 339.8342
10023580   -53917.2057   559940.2178 440.8408
10023581    42871.8911   704496.5762 453.6542
10023582    53599.8853   263111.3998 104.0507
10023583   266477.1808   322507.2486  30.3372
10023584    40473.7081   548859.9593  19.6696
10023585   109495.2137   499548.6222 299.6838
10023586   249490.7625   362729.8029 128.4153
10023587    64033.2111   261367.7021 197.7992
10023588   -32187.1158   800720.3832 392.9956
10023589   318193.6821   540038.1530 271.5606
10023590    66196.3436   516845.3375 200.3924
10023591   215533.9332   420360.1929 317.8428
10023592   220456.9476   527325.1530 -59.9919
10023593   116388.0450   537689.7949   8.7778
10023594    53106.8829   850924.8409 -66.2171
10023595   317227.9197   854792.4736 106.4842
10023596   -69645.8603   395130.0857 153.1018
10023597   318776.9166   793259.3604 260.6496
10023598    15270.0116   231483.0482 -61.4536
10023599   147348.9607   802193.9824  25.3143
10023600   -35645.7799   353448.3759  72.3367
10023601    82283.7307   734744.0065 270.1358
10023602    50393.9116   429191.1695 140.1905
10023603   226388.1655   315064.2287 205.4818
10023604    54978.2095   599445.5873 390.0481
10023605   -24844.6399   410049.3203 221.9399
10023606   150519.9317   832141.5040 298.7009
10023607    21081.0973   730353.0613 -65.2941
10023608   -30803.0481   299020.3129  51.8509
10023609    92015.0092   433894.2616 143.4529
10023610   269135.4359   674918.0286  70.1649
10023611   148860.3080   278666.7754 -72.8312
10023612   179507.1395   322494.4927 140.3282
10023613    10250.4190   841751.2330 283.4472
10023614    25157.3500   518783.2088 -17.8361
10023615   118454.7185   237261.9048 -79.5466
10023616   -15405.2376   579567.6277 -30.4644
10023617   325023.3729   320263.4889 271.9733
10023618   201242.8321   745816.4999 -10.0662
10023619    43607.4737   770262.7579 120.4102
10023620   -26260.8059   577340.5532   8.5242
10023621   -54013.6591   283696.8949 178.0003
10023622   225774.2620   389358.7762  61.2516
10023623   -11925.5664   260309.9490 -44.2401
10023624   208330.0093   452884.9107 104.0622
10023625   107893.2951   428685.5253 269.8379
10023626   -62487.6970   700993.6494 245.1938
10023627   -51569.2230   260082.3471 203.6659
