point_id  latitude        longitude    height
20021647  54.859985319    7.552651835  294.9444
20021648  50.061718905    5.495443437  400.0843
20021649  51.367228446    7.645231630  382.3961
20021650  53.070813738    4.832976197    7.5046
20021651  55.880441021    6.689068628  210.4495
20021652  51.497823248    7.366232404  446.8622
20021653  50.524281702    4.136398041  339.2828
20021654  53.028748504    5.217692578  316.7956
20021655  54.699930112    3.114778613   16.2319
20021656  52.031377838    6.776249654  450.0838
20021657  54.882730575    2.767693952   -5.7080
20021658  51.201885892    6.774815142  -15.9935
20021659  50.429287247    2.373931711  422.2375
20021660  53.826955624    2.963860267  -18.6920
20021661  52.037062038    5.622844602  206.8240
20021662  55.254837901    5.145311722  232.2849
20021663  55.207197935    7.819783573  483.5994
20021664  50.816231661    3.805819130  146.9024
20021665  55.482646678    7.975913046  243.0357
20021666  53.925772139    4.395414836   58.9951
20021667  53.737925690    2.536365950  318.0508
20021668  53.333976720    3.260453561  157.6254
20021669  54.638469926    4.406230084  -14.8961
20021670  52.726450434    3.432951230  -39.2963
20021671  52.027925472    5.912349743  437.6058
20021672  52.063285622    3.948932048  494.3564
20021673  52.516241891    3.577003289   96.5056
20021674  53.645561330    4.482537255  151.6446
20021675  51.077723730    3.563068998  479.8427
20021676  50.916142945    2.453800279  245.8680
20021677  51.151022770    3.554393323  494.6961
20021678  50.136823821    7.004277967  171.0571
20021679  53.832022816    7.260024239  141.6823
20021680  54.977113828    6.423549874  384.1932
20021681  53.748664617    6.931247319  245.8604
20021682  54.540120900    4.849358806  103.2601
20021683  52.022503084    4.114384970  197.4413
20021684  52.004206649    2.149914367  214.8968
20021685  52.224293222    4.324246786  227.0130
20021686  54.431695684    2.650374385  300.8479
20021687  51.245797032    4.923465451  416.2479
20021688  53.556183151    6.192334824  130.4386
20021689  51.130128698    2.494034198  497.0688
20021690  51.345203562    3.747409532   21.2857
20021691  51.866819677    4.545555728  422.6580
20021692  50.959940740    5.513409081  298.9856
20021693  54.796884917    4.677612992  -19.9145
20021694  50.052432483    7.144161986  237.2019
20021695  53.951939078    6.937494489  318.9133
20021696  51.145568583    6.972154380  155.1368
20021697  52.729208503    2.608483962  156.3126
20021698  54.051894539    6.749091283  399.0176
20021699  53.490868078    5.447375870  145.5174
20021700  54.231499215    4.008499533  398.3058
20021701  52.761262548    2.467636386  -12.2690
20021702  53.798698054    5.204206002   16.5214
20021703  50.596385414    4.273993708  194.5686
20021704  53.155638454    6.050812344  161.6534
20021705  55.241017079    3.371692815  482.1145
20021706  54.675582318    4.879391249  -46.6340
20021707  54.339776290    7.619204433  489.4272
20021708  53.656385199    7.384118570  108.5647
20021709  50.711525936    4.844308093  499.0915
20021710  51.203010891    5.938259542  260.9898
20021711  52.949093537    2.938695928   21.2080
20021712  52.431507690    3.712005806  371.8524
20021713  53.866027761    4.769771420  289.5028
20021714  50.352163077    7.057363884  227.7135
20021715  53.178748666    6.222881636  272.7987
20021716  52.055725530    2.010667993  192.3256
20021717  52.873581257    7.043228409  -32.6945
20021718  53.830542030    7.360696870  417.5236
20021719  53.714091640    4.679789238   32.7145
20021720  52.432554120    3.040810564   -9.7292
20021721  54.880129794    6.914938712  187.5565
20021722  50.676514434    4.214846645  212.4855
20021723  52.314842464    7.643738653  453.0793
20021724  50.623376180    4.423941972  393.7386
20021725  54.134356343    2.676277542  311.3847
20021726  54.023673335    6.276861889  298.2143
20021727  51.623022222    3.052063043  330.8569
20021728  55.068669692    6.125291380  453.0156
20021729  55.074171086    6.549587218  313.8844
20021730  53.996423398    7.638135862  489.3083
20021731  55.224920050    4.686706385  287.1672
20021732  53.823933409    6.174618044   -0.9633
20021733  54.401267062    6.950138069  -29.4735
20021734  51.017889366    4.673268637  252.2060
20021735  53.813910754    5.103674838  -28.3466
20021736  53.812893788    4.778052563  428.2459
20021737  53.519492818    6.422879415  218.0373
20021738  51.910643079    3.186075630  399.2815
20021739  53.021401371    2.732122046  322.6016
20021740  50.214871814    6.192063893  421.3107
20021741  52.585357655    5.937393305  395.9553
20021742  50.715646452    4.803402847  409.1532
20021743  50.267942756    3.861148475   39.7370
20021744  51.334503265    7.010932125  105.1291
20021745  53.730129182    7.598747218  152.9665
20021746  54.559570984    2.279214076  248.8276
20021747  52.711060506    4.839898086  -24.2476
20021748  51.925612553    3.276376778  -11.7217
20021749  55.014552605    7.269475492   -2.7000
20021750  54.084548189    2.536618788  148.3012
20021751  50.491301082    7.125359315  457.1811
20021752  51.417034850    7.749956806  234.1231
20021753  54.240387762    7.159421344  244.4292
20021754  51.021001186    5.778386147  150.0360
20021755  52.206886000    7.207248623   -0.2567
20021756  52.064925411    3.839459590   65.2470
20021757  55.369041828    3.747268903  401.6607
20021758  53.074527482    5.547837852   54.1984
20021759  54.216567150    7.892151404  442.5248
20021760  52.424012093    4.103658304  -16.4167
20021761  50.689785361    4.054409499  403.8214
20021762  54.533775733    5.667259964  343.1950
20021763  53.940053701    7.807332791  111.3785
20021764  50.433570014    3.304782567  350.1398
20021765  53.922305141    2.490497675  130.9210
20021766  54.542868098    2.668312784  150.0902
20021767  54.721666686    4.255833094  228.8487
20021768  54.634203711    6.509390175  289.9726
20021769  53.464356098    4.029899011   93.6483
20021770  52.139378542    6.245300332  415.8917
20021771  55.412351769    4.527794026  183.3098
20021772  50.548040520    2.824088689  315.4351
20021773  54.835730249    3.143560781   35.9724
20021774  54.576877365    4.820902348   25.9693
20021775  54.507322494    6.483776632  149.5875
20021776  51.403923170    6.485256095  214.1785
20021777  52.009903022    3.936824254  362.7724
20021778  52.671943006    3.475502727  489.9015
20021779  52.451513125    4.565125834   20.8174
20021780  51.216379603    6.066659102  414.7222
20021781  52.644221203    4.698373725  386.0308
20021782  53.188371815    3.377817735  248.8623
20021783  50.755321878    3.528539356  322.1859
20021784  51.191212889    3.247556296  383.4333
20021785  55.430479059    6.984633641  428.9380
20021786  52.816646669    5.699629657    0.3503
20021787  55.806913787    6.996192701  377.4667
20021788  54.618604781    2.393107113  267.2515
20021789  51.924424010    2.581454291  281.0008
20021790  51.349492687    6.004448923  274.0406
20021791  52.225206720    6.397432942  429.8339
20021792  50.527086074    5.497148343  393.7678
20021793  53.305734266    2.172229794  362.8754
20021794  54.449561541    4.236793586  328.4737
20021795  53.889780249    6.641550099   13.2063
20021796  53.737158098    4.032423454  361.3663
20021797  52.074969844    6.136623899  271.8057
20021798  53.737334966    3.228478010  380.9625
20021799  50.382430179    5.729118009  123.5585
20021800  50.479874194    4.781638690   13.5983
20021801  55.432530115    6.387276333  133.9012
20021802  55.577741521    6.143281910  439.9421
20021803  53.618462103    6.286500917  143.8533
20021804  50.819534974    2.711761917   33.9706
20021805  50.566947203    3.944217434  377.1342
20021806  53.328147729    4.387059853   45.4980
20021807  55.382263811    2.950646789  -41.2989
20021808  55.432416799    4.155431434  359.5349
20021809  54.756315581    4.912150737  106.2473
20021810  53.635658632    7.932039605  173.4536
20021811  51.527502233    5.219082061  172.4716
20021812  55.754635876    7.320395632  -30.5525
20021813  53.756570735    3.014885499  275.8509
20021814  52.536900399    5.873297120  226.9597
20021815  50.741207179    6.565290003  -37.4401
20021816  51.520366864    2.014319621   71.1317
20021817  53.711609705    5.764677258  194.0264
20021818  50.940096322    6.793118133  -12.4885
20021819  55.530545827    6.219741332  455.5902
20021820  55.075389506    6.839608126   99.8396
20021821  53.722112186    3.053127100  420.7943
20021822  52.593514840    4.800599849  345.4150
20021823  52.995400924    6.891948426  464.9398
20021824  51.885985403    3.320813039  200.6954
20021825  51.620262900    2.194058620  -39.4654
20021826  52.119006314    4.574799502  449.6538
20021827  51.569792206    4.772836966   87.8370
20021828  54.097937444    5.792229373  347.0189
20021829  55.352331428    2.451494699  195.7645
20021830  55.164704270    6.102218344  -27.3812
20021831  53.600301261    2.413096043  488.9809
20021832  53.085287236    3.913632903  446.4234
20021833  51.035928074    3.436597363   13.7573
20021834  51.484100675    7.927954955  169.0153
20021835  50.825171685    6.653104891  150.4741
20021836  52.698561945    6.035477858   84.1520
20021837  52.743736561    4.466969848   75.0898
20021838  50.049285210    3.364142714  115.6804
20021839  51.316930506    5.858151105   81.4499
20021840  51.917304530    5.345213137  468.7917
20021841  55.614444034    5.009258219  108.7717
20021842  55.575110700    4.311358093  328.1610
20021843  53.863968824    4.411795446  373.9921
20021844  52.253998701    4.644875353  358.3342
20021845  51.995465651    4.162992191  195.6395
20021846  50.343274615    5.738570311  428.9845
20021847  50.326782219    3.818110821   71.6184
20021848  51.107939889    6.715718280  118.5603
20021849  51.737322677    6.578617801  226.6902
20021850  50.229716861    3.186248323   74.4578
20021851  55.283673386    3.989714544  388.7762
20021852  52.269241673    4.730812994  137.3248
20021853  53.126294910    6.580166296  199.4136
20021854  52.594991006    2.999494847  469.1746
20021855  55.640267260    7.820187556   36.9859
20021856  52.475517334    7.580652654  203.3568
20021857  53.007079784    5.696509344  141.1978
20021858  50.416027069    3.838652717  441.5035
20021859  50.140502079    6.577689198  180.3587
20021860  55.683592438    2.784426918   29.7833
20021861  55.803777495    3.741810016  119.4257
20021862  50.899433894    5.319565066  196.9741
20021863  55.892605549    7.685001303  301.9575
20021864  50.803107828    5.237098437   75.6303
20021865  50.917632393    4.140750755  367.7730
20021866  55.607240940    6.005787165  217.1373
20021867  50.028743782    2.579551855  -11.2744
20021868  54.079705606    5.236974283  -45.9213
20021869  52.309641608    3.654975408  471.8429
20021870  50.852445894    4.910513577  437.5427
20021871  52.890586113    7.314843092  184.7747
20021872  50.552790660    2.969666105   41.2362
20021873  53.499434665    5.771357094  383.7297
20021874  55.297039334    3.392469116  325.5725
20021875  52.935487648    6.397023252  281.4969
20021876  53.985283064    7.345180826  342.8602
20021877  51.494465771    6.560789628  447.2217
20021878  55.242944566    5.244435991  497.3566
20021879  55.329922105    5.048299632   77.3382
20021880  51.227311871    2.274832287   49.4673
20021881  53.841624798    5.929248569  103.2543
20021882  52.986988966    5.654956476  206.2331
20021883  54.742124607    6.863221508  138.5295
20021884  53.341711940    5.716586296  -36.5945
20021885  51.116278189    2.814144174   59.2227
20021886  52.226297673    2.620053399  383.1638
20021887  52.271652875    6.245502622  445.9853
20021888  55.318556056    3.253047290  234.9212
20021889  52.199816065    5.734071026  278.8171
20021890  50.325745242    5.052694964  371.8103
20021891  50.967913873    5.320752623  110.7362
20021892  50.016223389    4.314901826  330.2131
20021893  51.482174844    6.598267089  311.5925
20021894  53.440394357    2.609006527  293.4273
20021895  55.476252573    2.510227467  148.6959
20021896  55.331751000    4.540674594   75.5362
20021897  55.787012725    6.260169643  173.2592
20021898  51.106194145    4.559411325   29.4989
20021899  51.114248491    2.907595791  270.1750
20021900  52.099798450    3.687439174  458.3267
20021901  52.231396233    7.735530710   68.8973
20021902  53.610469586    7.907200279   54.0056
20021903  55.250780537    7.994510252  484.0688
20021904  50.787108382    4.995186377  244.1093
20021905  52.886504561    6.005389085  412.3148
20021906  51.740928817    7.681838951  269.8127
20021907  53.594053240    6.700785669   13.9432
20021908  55.174589899    6.624898083   65.7135
20021909  54.783157117    7.469568417  440.6355
20021910  54.141813164    3.167956564  316.9213
20021911  52.316079976    2.649640655  293.7611
20021912  54.609754175    5.935637973  300.3851
20021913  50.472354222    2.627709319  228.7360
20021914  52.805262910    5.356952898  245.2482
20021915  55.641048457    7.671166275  393.1520
20021916  52.463907149    3.554444004   62.2645
20021917  52.767358038    3.845300798  411.6525
20021918  53.109995296    7.826101198  145.0802
20021919  52.333976375    4.199877952  211.2479
20021920  53.478628568    5.894994808   13.2231
20021921  55.962605579    3.961992278  289.2388
20021922  54.597571419    6.735290519  371.1548
20021923  53.107223698    5.666448505    0.3945
20021924  53.639841953    4.537846906   75.9114
20021925  52.306438026    5.286175387  418.3573
20021926  51.074286392    2.485881360  435.9733
20021927  50.714707039    2.484988623  228.0051
20021928  55.217239908    7.001922211   79.6653
20021929  50.744094890    5.410764243   24.3921
20021930  55.748560077    5.377240248  375.9385
20021931  55.954799014    3.126978896  158.5865
20021932  53.462473228    7.015445738   36.1547
20021933  55.970836177    3.870254839  238.6582
20021934  50.343143326    6.770067925  468.8223
20021935  52.918813497    5.345837829  381.5075
20021936  52.122895132    7.466441372   92.7953
20021937  51.724503648    6.618720942  233.8072
20021938  53.979122986    5.970887383  487.0633
20021939  55.507947772    5.363740928  484.4983
20021940  55.363476792    3.652485531  330.4852
20021941  51.395745118    6.235512268  215.0028
20021942  51.332636363    5.370211073  -44.3115
20021943  53.648039678    5.817936784  298.0132
20021944  52.763364463    6.499764357  452.0254
20021945  52.779833607    5.406612250  374.7115
20021946  51.409183332    2.354203365  339.9852
20021947  55.930691419    6.265565527  -25.2236
20021948  52.899815826    3.827757671  159.2258
20021949  51.225972821    6.999562502  477.1112
20021950  50.065672904    6.042869597  209.1598
20021951  54.692446838    4.751443220  308.4131
20021952  50.441371907    7.658419004  412.3639
20021953  54.283495137    5.935447565  220.4615
20021954  51.912819983    4.092001714  490.7436
20021955  53.184035347    7.454415294  230.9703
20021956  54.016245019    6.176218037   93.6541
20021957  53.186314454    4.543387240  126.0526
20021958  51.789129689    4.969137769  276.6917
20021959  52.638024906    4.714454209   22.9786
20021960  55.061104990    3.177063236   51.7313
20021961  52.679304277    6.406248760  361.8453
20021962  50.013980539    2.164365045  473.3066
20021963  51.701050721    4.154426580  106.3088
20021964  52.454733811    4.835529206   62.3601
20021965  55.407269560    7.071625194  284.8986
20021966  53.520924903    2.045143245  255.2277
20021967  54.792459168    2.883516012   53.9637
20021968  53.072730225    5.095890793  -38.7998
20021969  51.578051415    3.101657949  469.0147
20021970  55.668918304    3.956805312  248.4890
20021971  51.058467964    7.907725869  169.6946
20021972  51.064882142    4.591458638  451.5785
20021973  54.291331764    3.068371620  116.9145
20021974  50.375590232    3.358328087  205.6395
20021975  53.503213947    2.443795447  305.9080
20021976  51.935216403    3.649800674  405.2276
20021977  55.889119828    2.302560869  420.4169
20021978  52.621844552    4.935033271  322.6409
20021979  52.087561663    4.561194941  149.0978
20021980  55.627346219    6.635102652  185.4592
20021981  55.402340511    6.849005370   -5.7619
20021982  54.395334530    3.211382958   42.7417
20021983  53.082853968    2.955284782  183.1208
20021984  51.609050329    2.704970158   81.1167
20021985  51.642439434    7.483575934   74.9356
20021986  50.643437836    3.346833984  439.6616
20021987  50.202901358    7.853102805  -37.0169
20021988  55.758846430    6.510218517  307.1342
20021989  50.750053866    7.495997579  150.9378
20021990  50.577927371    5.738092020   51.6755
20021991  53.377867951    3.481457667  250.6685
20021992  54.454787934    6.892979431  225.8797
20021993  55.822278362    3.154614866  471.2678
20021994  54.927039258    5.222497724  177.4398
20021995  54.297057951    3.095642795  313.4882
20021996  50.506332922    2.848215836  198.7733
20021997  54.542653096    7.467030034  498.6059
20021998  53.086923391    2.597306528   81.6948
20021999  52.388995649    2.881260287   32.8466
20022000  55.528138768    4.960300233  482.3274
20022001  51.472721405    3.783528085  296.4180
20022002  55.563236217    5.132691982  197.1995
20022003  51.868851218    7.890680270  138.2307
20022004  54.435807424    5.597764359  484.1805
20022005  51.276693260    7.616927767  290.2630
20022006  51.889941962    7.751211244  204.8035
20022007  55.733574033    4.307214028  177.3540
20022008  52.882119198    2.219875388  176.7153
20022009  54.785549720    6.077626752  268.5904
20022010  50.164702600    3.138029206  370.0982
20022011  54.534269239    2.855541506  169.6764
20022012  51.303375170    2.004576211  258.0225
20022013  50.674347410    7.693012883  225.0148
20022014  54.301193560    4.676594054   47.8310
20022015  51.512043140    4.020744765  182.8739
20022016  52.009763155    2.029761644  124.5616
20022017  52.341227418    2.690690641  361.1166
20022018  50.269644239    5.727211871   98.0074
20022019  53.776001707    5.332498218   94.4379
20022020  52.229346650    6.731056328  253.0388
20022021  50.457723893    6.892090718  402.0066
20022022  52.883144942    5.646223282  166.5613
20022023  54.951004247    6.155960324  126.0552
20022024  54.289166212    3.025560887  -10.0729
20022025  52.387687596    2.743345379   -4.1678
20022026  55.329606057    3.084141456  447.7356
20022027  53.469926806    6.053148719  -26.2344
20022028  53.379951166    7.472252513  475.3504
20022029  54.503358828    2.738383465  315.5133
20022030  50.890648208    5.526174022  208.1320
20022031  51.133249266    2.881788008   44.2959
20022032  54.510707746    7.741891958  445.1227
20022033  54.426425556    2.413031162   93.2096
20022034  52.284500620    5.477426034  474.9843
20022035  50.578537647    5.677358575  213.9810
20022036  53.816737232    6.764107648  256.3082
20022037  54.152728926    2.352849515   83.2358
20022038  55.678399245    5.074670415  431.2647
20022039  54.126027563    4.468142856  377.2087
20022040  55.416440003    5.137253027  215.9685
20022041  51.343521419    6.988255744  127.7806
20022042  50.692357282    6.494183910  317.0036
20022043  51.105332501    2.573475744   68.1539
20022044  54.387383942    5.326288820  -25.6722
20022045  55.089197544    2.030323930    2.5851
20022046  51.492749721    3.779295564   75.3152
20022047  55.495583580    2.133579028  247.9738
20022048  50.112025236    6.392078633  113.8364
20022049  54.492093656    2.502091886   30.1711
20022050  52.429701805    4.500489335  104.7139
20022051  51.510382559    2.089137008   44.9443
20022052  54.602957583    7.150561013    5.0126
20022053  55.535879781    3.271028986  199.3902
20022054  52.530079306    2.833535908  333.0663
20022055  54.795996824    6.421921699  180.9941
20022056  50.912184721    4.097471445  -42.6153
20022057  55.702417026    5.772729891  -21.3329
20022058  55.303140963    2.473180636   -4.8509
20022059  50.049317236    7.008752811   93.5683
20022060  51.816674980    7.967973230  351.0086
20022061  54.701125587    2.833393138  152.7910
20022062  55.527629047    7.987426838  354.1096
20022063  51.478794018    3.139088655  194.8850
20022064  54.094109681    5.407904203  331.8993
20022065  53.354514996    4.616550927  481.0935
20022066  51.896507349    3.066422707  412.7913
20022067  51.030502732    2.529712911  408.3491
20022068  51.668757947    3.282628808  290.6269
20022069  52.794440796    7.459230910   97.8823
20022070  54.243391247    4.246932628  404.8227
20022071  55.711446065    4.179253865  487.6076
20022072  54.727990529    5.237596089  127.0145
20022073  50.900961698    7.788927038  215.3273
20022074  53.918267238    7.840347570  499.0254
20022075  51.999363958    3.379024714  489.2500
20022076  55.251961885    4.164239458  497.8957
20022077  51.605308650    6.599182415   96.9074
20022078  50.857092162    2.975845898   28.7309
20022079  55.082144072    4.701527311  354.2285
20022080  54.758836633    6.241794826  312.3905
20022081  50.112851692    6.814218369  449.3220
20022082  54.626648684    3.404846419   19.9501
20022083  55.484635933    5.730578319  198.7797
20022084  53.068951958    3.135149232  334.2199
20022085  53.706156924    3.168655579  252.5882
20022086  55.071925573    4.002430980  228.9725
20022087  52.350028919    3.838265988  237.6864
20022088  55.166213869    2.970562278  374.6792
20022089  54.832422753    6.127972045   61.8379
20022090  54.607043401    3.524603400  391.7007
20022091  54.193718440    7.068775987  470.5762
20022092  50.617298544    5.749789352  368.3664
20022093  53.271972866    3.432611755  361.7516
20022094  55.436870029    3.644420925  108.0158
20022095  51.197015016    7.227748284  419.8997
20022096  52.261869264    2.816090824   86.3621
20022097  54.812144189    3.768512935  189.1328
20022098  50.159002692    2.222104976  360.7047
20022099  51.209253732    3.861092120  454.8731
20022100  53.893892225    5.402297129  299.8054
20022101  54.950022949    6.839001527   41.0448
20022102  53.720173339    3.204364769  255.0449
20022103  54.288958208    3.677952792   18.7822
20022104  50.770504924    5.461430547   -9.1137
20022105  55.157200357    7.361875465  219.9463
20022106  54.924596895    3.475383607  363.0831
20022107  51.109700056    7.859936353  372.2585
20022108  55.668182885    5.823458365  375.3050
20022109  51.930583431    3.206970493  267.0317
20022110  54.742263570    4.420927483  254.0821
20022111  53.491340502    3.069444488  409.4196
20022112  55.851627356    6.691573515  223.5608
20022113  52.689933948    6.697019887   -6.0164
20022114  55.702748685    3.972271577   19.2390
20022115  54.280032774    6.509849134   27.4229
20022116  50.414716493    7.911105005  156.1298
20022117  54.166029090    3.187915317  275.0353
20022118  50.112461780    7.071645965  214.4756
20022119  52.933497332    4.972168735  105.4031
20022120  52.237822205    7.312886390  239.0607
20022121  54.509121507    3.509948735  126.3129
20022122  52.224524856    7.642713196  351.8968
20022123  55.856873462    3.199028665  -20.1153
20022124  51.331079578    6.795092799  407.2179
20022125  51.024319988    7.555075224  473.1064
20022126  52.997728212    4.844966070  292.8901
20022127  51.469844039    2.244384903  106.3123
20022128  52.863123763    2.528897804  219.2990
20022129  53.774932290    7.766379801  401.4499
20022130  50.551891092    2.475404549  150.9200
20022131  51.824655430    4.994417688   15.4189
20022132  54.998462718    6.206074059  345.1704
20022133  51.203437487    5.298378950  -48.2816
20022134  51.166210152    6.335373995  238.9451
20022135  50.360368804    4.691040452   61.6953
20022136  51.953528545    6.844614719  234.9160
20022137  54.762365212    3.167400669   20.3969
20022138  52.338985815    3.086396810  434.7258
20022139  55.791067845    3.905018140  473.5066
20022140  52.954060486    3.450402192  401.1832
20022141  50.811315275    3.894979845  110.3766
20022142  52.802088024    2.166000086   87.9425
20022143  52.563948998    6.842201715  366.4525
20022144  52.207080641    4.945417447  283.7183
20022145  53.964972354    5.464672669   33.9036
20022146  55.029906134    7.140258907   63.9225
20022147  54.834604870    4.087136025  347.3802
20022148  55.434750326    7.017542653  127.0260
20022149  51.190698049    2.215452938  333.5948
20022150  55.122185623    2.898376469  -43.0251
20022151  53.151230177    6.478960521  268.1715
20022152  53.026970307    6.209521179  378.2837
20022153  51.685575235    6.933261268  383.4118
20022154  54.331985270    5.494399981  131.5938
20022155  53.141564613    3.299744068   49.7069
20022156  50.705441867    3.858899032   64.5335
20022157  52.188999625    5.634484262  265.6890
20022158  52.293325683    2.193877841  191.5149
20022159  53.865371336    3.226472969  206.6808
20022160  55.164992950    2.621537924  292.5464
20022161  52.810329973    4.186000502  237.7001
20022162  54.226280482    5.425623372  260.2444
20022163  52.587236818    2.885336411  150.6253
20022164  50.594400541    4.571150410   64.8027
20022165  52.076826285    2.280124020  232.4436
20022166  50.816984896    5.928943173  -27.8196
20022167  55.966169561    2.081574987  240.5941
20022168  52.507652004    7.797829214  365.2365
20022169  50.978182442    6.582236110   -2.7701
20022170  55.481580389    7.392879473  145.8578
20022171  51.759671839    2.474920174  339.6711
20022172  51.098181113    3.285950058  152.0689
20022173  51.071800836    4.888903109  359.2370
20022174  51.762455309    4.226633759  339.3507
20022175  51.612024384    6.497329480  115.0908
20022176  55.302517674    2.764418281  169.9624
20022177  50.087656788    5.825930399   87.3904
20022178  51.514845114    4.262535218  495.5254
20022179  51.064726574    5.762776848  486.7041
20022180  55.875092185    7.031948784  -38.0270
20022181  55.536277644    5.310649689   80.5081
20022182  51.284359423    7.025933070  403.6360
20022183  55.641025052    2.181241182  418.5856
20022184  50.736764482    3.459249098   87.2444
20022185  53.561530463    4.859248011  148.1265
20022186  50.008390342    3.898340526  194.4700
20022187  51.207896234    3.076511563  145.2501
20022188  52.311030336    6.179131978  136.2462
20022189  52.939206227    3.845994220  232.1624
20022190  51.229549516    3.290027087  460.7367
20022191  50.926094575    3.870267724  184.1949
20022192  53.799901432    2.403780888  151.6635
20022193  52.409356982    2.090440935  187.8580
20022194  52.753817347    2.784152490  405.7996
20022195  54.954392179    2.522010308  359.2460
20022196  55.076637483    7.801887716  450.5865
20022197  50.275498590    6.353713719  335.0980
20022198  52.154267451    4.971517304  -33.2705
20022199  52.932936762    4.319957050  165.4208
20022200  51.712760796    6.411782316  432.7986
20022201  50.123308716    6.521314920  385.3842
20022202  55.167653585    4.488173967  366.7139
20022203  50.442359114    3.812786104  182.0264
20022204  51.537497472    5.999443453  234.3019
20022205  52.846028573    3.625319624  214.5057
20022206  52.794515119    5.911946181  132.2179
20022207  53.084755739    4.135978418   95.1141
20022208  54.424852527    3.297053865  474.2225
20022209  55.319715103    4.516541116  168.7810
20022210  51.858027850    2.759661834  202.9200
20022211  54.289047470    3.209171366  110.8490
20022212  55.150973213    7.576644207   67.2416
20022213  50.744273025    6.328959837  139.4324
20022214  55.916567729    3.824359190  491.5306
20022215  53.199856047    7.436640999  373.7597
20022216  51.447737574    6.447944425  410.4727
20022217  52.771860495    7.386158644  281.1786
20022218  54.402002554    7.401005874   70.3303
20022219  54.150681367    2.324913039   68.6702
20022220  54.338585225    4.795270564   56.1292
20022221  54.945376541    4.527535362  269.2709
20022222  52.156624156    4.026511951  291.5898
20022223  51.138144803    7.395229388  487.7646
20022224  50.287795803    7.849386886  290.4547
20022225  53.957358741    3.211507731   43.1737
20022226  55.475517007    6.099516187  246.6708
20022227  54.458073631    3.734800367  473.4141
20022228  50.998232560    3.312706211  494.5933
20022229  54.613755755    4.295028392  102.3057
20022230  52.466907708    5.741322485  195.3865
20022231  53.692335525    4.080486139  384.5650
20022232  54.689873147    5.640896909  393.3050
20022233  50.588541011    3.817667052  202.5504
20022234  50.725530082    5.635709932  487.7719
20022235  51.263445054    2.151541186   80.3239
20022236  55.471273323    6.008228831  151.5721
20022237  51.679982745    4.238128466  275.6057
20022238  52.428696001    7.217961302  356.5283
20022239  50.603440507    3.913161501  321.3893
20022240  55.884972001    6.025133162  434.0558
20022241  55.575898735    5.816602019  -15.9637
20022242  51.700600413    2.624381083  455.3520
20022243  52.072198493    5.892827851  317.8230
20022244  53.837424653    7.549491793  383.5051
20022245  51.209791619    2.339693801   22.1839
20022246  51.753133448    7.086784003  165.3167
20022247  51.578632936    6.897660628  -17.9330
20022248  50.391881506    3.009651809  499.5561
20022249  54.916361061    3.620384573   24.7199
20022250  54.292303834    2.912154793   27.4831
20022251  55.058263431    7.478198749  177.5107
20022252  53.496638707    4.579646822   13.6771
20022253  55.603078140    6.774484893  438.6567
20022254  50.138010218    3.284307192  200.7765
20022255  51.269730729    6.973568841  358.9944
20022256  54.499954747    2.824932454  267.7457
20022257  54.315427881    3.513282767   72.9572
20022258  52.983710842    7.483045259   92.2373
20022259  52.467505078    2.172223199  299.2247
20022260  54.775375664    5.017080286  113.5304
20022261  55.148173970    3.087994177  113.2453
20022262  50.727356614    7.226645262  184.3951
20022263  52.151771800    3.821315607  -28.2153
20022264  54.252753901    4.348649872   56.9413
20022265  54.201149198    7.879632297   69.8719
20022266  51.669525212    4.503370542   -2.3642
20022267  54.545129058    2.526010047   70.7738
20022268  50.573237399    5.561993910  155.7698
20022269  54.207076413    3.059495272  -15.4745
20022270  53.904688166    5.045683134   17.9235
20022271  52.554244106    3.545680919  299.4314
20022272  53.978349416    6.637722513  366.7386
20022273  53.201106260    4.355448695  446.8494
20022274  53.739849324    6.102764482  442.1209
20022275  51.132308040    4.435247974  175.2710
20022276  55.134324070    6.902603570  223.5166
20022277  50.919489334    6.911177613  141.1283
20022278  51.255392942    2.093921486  283.0090
20022279  50.131936784    5.249068098  114.7213
20022280  54.865332539    2.412464100  460.6022
20022281  54.847114391    3.898132271  280.9600
20022282  55.931633384    4.969201813  112.9089
20022283  51.650388489    7.023481672  332.1229
20022284  54.544765535    7.188613127  340.7929
20022285  50.406175998    7.988246838  184.1180
20022286  51.188034320    7.582789538   35.6998
20022287  51.198699449    5.606742756   47.0951
20022288  52.478193324    2.992574473   -6.5044
20022289  55.570158378    6.602395776   71.2364
20022290  51.232482237    5.905872461  294.3384
20022291  53.757785870    4.524576490   32.1418
20022292  51.768329790    2.362223824   70.4584
20022293  52.989254512    7.475468964  382.0591
20022294  54.411247066    6.323667984   42.5042
20022295  55.845926588    4.670823315   57.1306
20022296  51.081769329    2.510183284  -49.3619
20022297  51.096452814    6.130547287  351.3059
20022298  55.533371202    4.850208121  443.1945
20022299  52.371872847    2.120687180   72.4678
20022300  52.631904976    6.377978674  448.8072
20022301  52.322759925    7.403626643  240.3244
20022302  54.984602960    4.636865378  316.5404
20022303  50.485630656    4.825696319  243.2667
20022304  54.566333478    4.941125372  254.2577
20022305  55.654214637    2.869460455   97.8785
20022306  55.099455599    6.919180124  490.3552
20022307  50.290000734    6.455145435   51.6944
20022308  53.788492387    6.716838133  455.8944
20022309  55.132427236    6.819673275   17.3442
